iso3,m49_code,region_country_area,year,series,value,footnotes,source
MUS,480,Mauritius,2010,Life expectancy at birth for females (years),77.2,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2015,Population annual rate of increase (percent),0,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MUS,480,Mauritius,2015,Total fertility rate (children per women),1.3,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2015,"Under five mortality rate for both sexes (per 1,000 live births)",14.2,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MUS,480,Mauritius,2015,"Maternal mortality ratio (deaths per 100,000 population)",57,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
MUS,480,Mauritius,2015,Life expectancy at birth for both sexes (years),74.7,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2015,Life expectancy at birth for males (years),71.6,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2015,Life expectancy at birth for females (years),77.9,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2020,Population annual rate of increase (percent),-0.2,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MUS,480,Mauritius,2020,Total fertility rate (children per women),1.4,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2020,"Under five mortality rate for both sexes (per 1,000 live births)",15.8,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MUS,480,Mauritius,2020,"Maternal mortality ratio (deaths per 100,000 population)",84,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
MUS,480,Mauritius,2020,Life expectancy at birth for both sexes (years),74.7,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2020,Life expectancy at birth for males (years),71.3,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2020,Life expectancy at birth for females (years),78.4,"Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2025,Population annual rate of increase (percent),-0.2,"Projected estimate (medium fertility variant).;Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MUS,480,Mauritius,2025,Total fertility rate (children per women),1.2,"Projected estimate (medium fertility variant).;Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2025,"Under five mortality rate for both sexes (per 1,000 live births)",13,"Projected estimate (medium fertility variant).;Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MUS,480,Mauritius,2025,Life expectancy at birth for both sexes (years),75.3,"Projected estimate (medium fertility variant).;Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2025,Life expectancy at birth for males (years),72.3,"Projected estimate (medium fertility variant).;Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MUS,480,Mauritius,2025,Life expectancy at birth for females (years),78.5,"Projected estimate (medium fertility variant).;Including Agalega, Rodrigues and Saint Brandon.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2010,Population annual rate of increase (percent),2.7,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MYT,175,Mayotte,2010,Total fertility rate (children per women),4.4,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2010,"Under five mortality rate for both sexes (per 1,000 live births)",6.7,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MYT,175,Mayotte,2010,Life expectancy at birth for both sexes (years),78.3,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2010,Life expectancy at birth for males (years),76.3,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2010,Life expectancy at birth for females (years),80.5,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2015,Population annual rate of increase (percent),4.1,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MYT,175,Mayotte,2015,Total fertility rate (children per women),4.7,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2015,"Under five mortality rate for both sexes (per 1,000 live births)",9.8,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MYT,175,Mayotte,2015,Life expectancy at birth for both sexes (years),76.9,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2015,Life expectancy at birth for males (years),75.3,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2015,Life expectancy at birth for females (years),78.6,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2020,Population annual rate of increase (percent),3.3,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MYT,175,Mayotte,2020,Total fertility rate (children per women),4.2,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2020,"Under five mortality rate for both sexes (per 1,000 live births)",12.3,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MYT,175,Mayotte,2020,Life expectancy at birth for both sexes (years),74.2,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2020,Life expectancy at birth for males (years),71.8,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2020,Life expectancy at birth for females (years),77.2,"For statistical purposes, the data for France do not include this area.","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2025,Population annual rate of increase (percent),3.1,"For statistical purposes, the data for France do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MYT,175,Mayotte,2025,Total fertility rate (children per women),4.5,"For statistical purposes, the data for France do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2025,"Under five mortality rate for both sexes (per 1,000 live births)",10.4,"For statistical purposes, the data for France do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MYT,175,Mayotte,2025,Life expectancy at birth for both sexes (years),76.4,"For statistical purposes, the data for France do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2025,Life expectancy at birth for males (years),74.4,"For statistical purposes, the data for France do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MYT,175,Mayotte,2025,Life expectancy at birth for females (years),78.7,"For statistical purposes, the data for France do not include this area.;Projected estimate (medium fertility variant).","United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2010,Population annual rate of increase (percent),1.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MEX,484,Mexico,2010,Total fertility rate (children per women),2.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2010,"Under five mortality rate for both sexes (per 1,000 live births)",19.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MEX,484,Mexico,2010,"Maternal mortality ratio (deaths per 100,000 population)",51,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
MEX,484,Mexico,2010,Life expectancy at birth for both sexes (years),73.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2010,Life expectancy at birth for males (years),71.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2010,Life expectancy at birth for females (years),76.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2015,Population annual rate of increase (percent),1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MEX,484,Mexico,2015,Total fertility rate (children per women),2.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2015,"Under five mortality rate for both sexes (per 1,000 live births)",16.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MEX,484,Mexico,2015,"Maternal mortality ratio (deaths per 100,000 population)",52,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
MEX,484,Mexico,2015,Life expectancy at birth for both sexes (years),74.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2015,Life expectancy at birth for males (years),71.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2015,Life expectancy at birth for females (years),76.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2020,Population annual rate of increase (percent),0.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MEX,484,Mexico,2020,Total fertility rate (children per women),2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2020,"Under five mortality rate for both sexes (per 1,000 live births)",13.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MEX,484,Mexico,2020,"Maternal mortality ratio (deaths per 100,000 population)",59,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
MEX,484,Mexico,2020,Life expectancy at birth for both sexes (years),70.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2020,Life expectancy at birth for males (years),66.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2020,Life expectancy at birth for females (years),74.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2025,Population annual rate of increase (percent),0.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MEX,484,Mexico,2025,Total fertility rate (children per women),1.9,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2025,"Under five mortality rate for both sexes (per 1,000 live births)",12.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MEX,484,Mexico,2025,Life expectancy at birth for both sexes (years),75.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2025,Life expectancy at birth for males (years),72.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MEX,484,Mexico,2025,Life expectancy at birth for females (years),78.2,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2010,Population annual rate of increase (percent),0.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2010,Total fertility rate (children per women),3.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2010,"Under five mortality rate for both sexes (per 1,000 live births)",33.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2010,"Maternal mortality ratio (deaths per 100,000 population)",46,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
FSM,583,Micronesia (Fed. States of),2010,Life expectancy at birth for both sexes (years),64.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2010,Life expectancy at birth for males (years),62,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2010,Life expectancy at birth for females (years),68,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2015,Population annual rate of increase (percent),0.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2015,Total fertility rate (children per women),3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2015,"Under five mortality rate for both sexes (per 1,000 live births)",30,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2015,"Maternal mortality ratio (deaths per 100,000 population)",64,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
FSM,583,Micronesia (Fed. States of),2015,Life expectancy at birth for both sexes (years),65.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2015,Life expectancy at birth for males (years),62.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2015,Life expectancy at birth for females (years),68.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2020,Population annual rate of increase (percent),0.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2020,Total fertility rate (children per women),2.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2020,"Under five mortality rate for both sexes (per 1,000 live births)",25.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2020,"Maternal mortality ratio (deaths per 100,000 population)",74,Estimate.,"World Health Organization (WHO), the United Nations Children's Fund (UNICEF), the United Nations Population Fund (UNFPA), the World Bank and the United Nations Population Division, ""Trends in Maternal Mortality 2000 - 2020."""
FSM,583,Micronesia (Fed. States of),2020,Life expectancy at birth for both sexes (years),65.9,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2020,Life expectancy at birth for males (years),62.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2020,Life expectancy at birth for females (years),69.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2025,Population annual rate of increase (percent),0.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2025,Total fertility rate (children per women),2.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2025,"Under five mortality rate for both sexes (per 1,000 live births)",22.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2025,Life expectancy at birth for both sexes (years),67.5,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2025,Life expectancy at birth for males (years),63.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
FSM,583,Micronesia (Fed. States of),2025,Life expectancy at birth for females (years),71.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2010,Population annual rate of increase (percent),2.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MCO,492,Monaco,2010,Total fertility rate (children per women),2.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2010,"Under five mortality rate for both sexes (per 1,000 live births)",5.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MCO,492,Monaco,2010,Life expectancy at birth for both sexes (years),84.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2010,Life expectancy at birth for males (years),82.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2010,Life expectancy at birth for females (years),87.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2015,Population annual rate of increase (percent),1.7,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MCO,492,Monaco,2015,Total fertility rate (children per women),2.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2015,"Under five mortality rate for both sexes (per 1,000 live births)",5.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MCO,492,Monaco,2015,Life expectancy at birth for both sexes (years),85.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2015,Life expectancy at birth for males (years),82.8,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2015,Life expectancy at birth for females (years),88.2,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2020,Population annual rate of increase (percent),1.5,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MCO,492,Monaco,2020,Total fertility rate (children per women),2.4,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2020,"Under five mortality rate for both sexes (per 1,000 live births)",4.6,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MCO,492,Monaco,2020,Life expectancy at birth for both sexes (years),86.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2020,Life expectancy at birth for males (years),84.1,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2020,Life expectancy at birth for females (years),88.3,,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2025,Population annual rate of increase (percent),-0.8,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MCO,492,Monaco,2025,Total fertility rate (children per women),2.1,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2025,"Under five mortality rate for both sexes (per 1,000 live births)",4.4,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision, last accessed June 2025."
MCO,492,Monaco,2025,Life expectancy at birth for both sexes (years),86.6,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2025,Life expectancy at birth for males (years),84.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
MCO,492,Monaco,2025,Life expectancy at birth for females (years),88.7,Projected estimate (medium fertility variant).,"United Nations Population Division, New York, World Population Prospects: The 2024 Revision; supplemented by data from the United Nations Statistics Division, New York, Demographic Yearbook 2023, last accessed June 2025."
